t,wrist_pitch_servo,wrist_roll_servo,THUMB_servo,INDEX_servo,MIDDLE_servo,RING_servo,PINKY_servo
1771501682.6629648,102.0,135.0,0.0,39.0,38.0,55.0,17.0
1771501682.6929128,102.0,136.0,0.0,36.0,40.0,53.0,15.0
1771501682.7245352,101.0,134.0,0.0,38.0,39.0,55.0,17.0
1771501682.7572615,102.0,133.0,0.0,39.0,40.0,56.0,17.0
1771501682.7872622,101.0,132.0,0.0,38.0,40.0,56.0,16.0
1771501682.8192813,101.0,133.0,0.0,39.0,41.0,56.0,18.0
1771501682.850834,100.0,131.0,0.0,39.0,41.0,57.0,19.0
1771501682.8845837,100.0,131.0,0.0,38.0,40.0,54.0,16.0
1771501682.9125824,100.0,130.0,0.0,37.0,40.0,55.0,17.0
1771501682.9460957,101.0,130.0,0.0,37.0,40.0,55.0,17.0
1771501682.9740946,101.0,132.0,0.0,37.0,40.0,57.0,19.0
1771501683.014106,105.0,144.0,0.0,43.0,41.0,61.0,19.0
1771501683.066545,104.0,142.0,0.0,43.0,42.0,62.0,21.0
1771501683.0985348,104.0,143.0,0.0,41.0,40.0,58.0,19.0
1771501683.1323507,101.0,135.0,0.0,35.0,39.0,54.0,13.0
1771501683.1614287,102.0,140.0,0.0,39.0,40.0,58.0,17.0
1771501683.1923501,104.0,139.0,0.0,41.0,43.0,61.0,19.0
1771501683.224357,104.0,137.0,0.0,41.0,43.0,62.0,19.0
1771501683.254378,103.0,134.0,0.0,38.0,42.0,59.0,17.0
1771501683.2864046,103.0,133.0,0.0,39.0,43.0,60.0,19.0
1771501683.3183868,102.0,129.0,0.0,38.0,43.0,61.0,21.0
1771501683.3490038,100.0,125.0,0.0,36.0,42.0,59.0,21.0
1771501683.3799744,101.0,125.0,0.0,35.0,41.0,60.0,21.0
1771501683.413024,99.0,123.0,0.0,33.0,40.0,59.0,21.0
1771501683.4455583,100.0,123.0,0.0,35.0,41.0,58.0,21.0
1771501683.5059059,101.0,125.0,0.0,35.0,41.0,58.0,19.0
1771501683.5374436,100.0,123.0,0.0,32.0,39.0,55.0,18.0
1771501683.5684426,99.0,123.0,0.0,34.0,40.0,57.0,19.0
1771501683.5994432,99.0,123.0,0.0,33.0,39.0,56.0,18.0
1771501683.6307216,99.0,122.0,0.0,34.0,40.0,57.0,20.0
1771501683.6597333,100.0,122.0,0.0,33.0,39.0,57.0,19.0
1771501683.691743,98.0,121.0,0.0,32.0,38.0,57.0,19.0
1771501683.7247412,98.0,121.0,0.0,32.0,38.0,56.0,18.0
1771501683.7546165,98.0,117.0,0.0,32.0,39.0,57.0,18.0
1771501683.785832,94.0,115.0,0.0,29.0,36.0,53.0,16.0
1771501683.8187952,97.0,119.0,0.0,31.0,39.0,57.0,18.0
1771501683.849302,94.0,114.0,0.0,28.0,36.0,52.0,17.0
1771501683.8933032,93.0,113.0,0.0,26.0,35.0,51.0,17.0
1771501683.9263778,93.0,114.0,0.0,26.0,35.0,49.0,16.0
1771501683.959893,92.0,114.0,0.0,25.0,34.0,49.0,16.0
1771501683.99189,93.0,115.0,0.0,26.0,34.0,49.0,16.0
1771501684.0238988,93.0,114.0,0.0,26.0,35.0,50.0,17.0
1771501684.055432,94.0,116.0,0.0,27.0,35.0,50.0,17.0
1771501684.0874426,93.0,115.0,0.0,26.0,34.0,49.0,16.0
1771501684.1184454,93.0,115.0,0.0,24.0,33.0,48.0,15.0
1771501684.1509688,93.0,116.0,0.0,25.0,34.0,49.0,15.0
1771501684.1789951,92.0,115.0,0.0,24.0,34.0,48.0,16.0
